transaction_uid,property_id,price,transfer_date,ppd_category
{2131FCF5-ABD0-86E8-E063-4804A8C0372B},de0c2cec2771,566000,2024-08-16,A
{2131FCF5-AC8F-86E8-E063-4804A8C0372B},4876e9969c70,970000,2024-06-05,A
{2131FCF5-ABC2-86E8-E063-4804A8C0372B},1e8efd6c220a,295000,2024-07-24,A
{2131FCF5-ABF2-86E8-E063-4804A8C0372B},826a784e57db,1320000,2024-08-16,A
{2131FCF5-AC41-86E8-E063-4804A8C0372B},bc75c491ffac,649000,2024-08-13,A
{2ACACE8D-3A14-295E-E063-4804A8C0B0EB},023a7e246a22,405000,2024-12-09,A
{2131FCF5-ABDA-86E8-E063-4804A8C0372B},252d5893df1d,280000,2024-04-04,A
{2131FCF5-AC60-86E8-E063-4804A8C0372B},3d006a7efff7,382500,2024-07-30,A
{2131FCF5-ACB3-86E8-E063-4804A8C0372B},e94b8b05b27d,557000,2024-04-04,A
{2131FCF5-AD87-86E8-E063-4804A8C0372B},a91129992974,393000,2024-07-15,A
{2131FCF5-ABDF-86E8-E063-4804A8C0372B},d240b662cf7b,345000,2024-08-16,A
{2ACACE8D-3A57-295E-E063-4804A8C0B0EB},55b9a1cdaf7a,450000,2024-12-02,A
{2131FCF5-AC9E-86E8-E063-4804A8C0372B},3cbb90f44e88,340000,2024-07-12,A
{2131FCF5-ABD6-86E8-E063-4804A8C0372B},a4618d3349fd,464300,2024-04-02,A
{2131FCF5-AC1C-86E8-E063-4804A8C0372B},ba5a26ee2466,230000,2024-07-18,A
{2131FCF5-ACF4-86E8-E063-4804A8C0372B},03e748b01b31,733000,2024-04-05,A
{2ACACE8D-3ABC-295E-E063-4804A8C0B0EB},a51079c67cb7,340000,2024-11-29,A
{2131FCF5-ACC2-86E8-E063-4804A8C0372B},b01722d99fd3,285000,2024-04-17,A
{2131FCF5-AC9A-86E8-E063-4804A8C0372B},245ceb6fe83c,328000,2024-07-19,A
{2131FCF5-ABF7-86E8-E063-4804A8C0372B},1e9186c3f1ea,333000,2024-04-12,A
{2131FCF5-AC27-86E8-E063-4804A8C0372B},2b6e773f02cc,365000,2024-08-09,A
{2131FCF5-ABF0-86E8-E063-4804A8C0372B},080da7e2cd83,925000,2024-03-22,A
{2131FCF5-ADAB-86E8-E063-4804A8C0372B},73630ef58c0d,400000,2024-08-13,A
{2131FCF5-AC7D-86E8-E063-4804A8C0372B},ad1598551c26,435000,2024-07-12,A
{2131FCF5-ABEA-86E8-E063-4804A8C0372B},bd6219c4cb6c,400000,2024-03-25,A
{2131FCF5-ACFE-86E8-E063-4804A8C0372B},ba8d2cd57d90,270000,2024-07-26,A
{2ACACE8D-3AC8-295E-E063-4804A8C0B0EB},a881bc251bc9,450000,2024-11-28,A
{2131FCF5-AC05-86E8-E063-4804A8C0372B},bd4f19903886,170500,2024-08-02,A
{2ACACE8D-3A6A-295E-E063-4804A8C0B0EB},5f2d1b001bad,975000,2024-11-06,A
{2131FCF5-AECE-86E8-E063-4804A8C0372B},d7429aa53ba3,360000,2024-04-23,A
{2131FCF5-B129-86E8-E063-4804A8C0372B},98247d1e7d7e,87500,2024-03-01,A
{2131FCF5-AF8D-86E8-E063-4804A8C0372B},1e2fc2fe13f4,700000,2024-08-06,A
{2131FCF5-AEE3-86E8-E063-4804A8C0372B},99be19beb71a,220000,2024-07-12,A
{2131FCF5-AEDF-86E8-E063-4804A8C0372B},54fc137c6d32,290000,2024-08-12,A
{2131FCF5-B19E-86E8-E063-4804A8C0372B},58cfe0aed1aa,290000,2024-03-21,A
{2131FCF5-B1D9-86E8-E063-4804A8C0372B},dcab790c506c,220000,2024-04-12,A
{2131FCF5-AFE7-86E8-E063-4804A8C0372B},c29af98a3ff0,132000,2024-03-28,A
{2131FCF5-B1E6-86E8-E063-4804A8C0372B},cf87cb9ca7cd,350000,2024-08-19,A
{2131FCF5-AEFC-86E8-E063-4804A8C0372B},d39ed4b61736,115000,2024-07-05,A
{2131FCF5-AF5D-86E8-E063-4804A8C0372B},a96e9e166af0,390000,2024-07-31,A
{2131FCF5-B065-86E8-E063-4804A8C0372B},fbe769f3319d,215000,2024-08-19,A
{2131FCF5-B1B2-86E8-E063-4804A8C0372B},c872fecdcef4,355000,2024-05-14,A
{2131FCF5-B05A-86E8-E063-4804A8C0372B},bc40398d808c,347500,2024-07-18,A
{2131FCF5-B12D-86E8-E063-4804A8C0372B},90410d8e4f5a,235000,2024-03-15,A
{2131FCF5-AE9B-86E8-E063-4804A8C0372B},4416371a3538,340000,2024-06-28,A
{2131FCF5-AF48-86E8-E063-4804A8C0372B},9c9094d33a0d,450000,2024-08-15,A
{2131FCF5-B1F0-86E8-E063-4804A8C0372B},36a3ea86c75d,348500,2024-07-22,A
{2131FCF5-AE98-86E8-E063-4804A8C0372B},884bf2ef7930,710000,2024-08-20,A
{2131FCF5-AFCA-86E8-E063-4804A8C0372B},616f311280b6,385000,2024-04-19,A
{2131FCF5-B18E-86E8-E063-4804A8C0372B},9dcded446624,308000,2024-08-16,A
{2131FCF5-AFC0-86E8-E063-4804A8C0372B},aec5dc614951,295000,2024-08-09,A
{2131FCF5-B182-86E8-E063-4804A8C0372B},48e97b40abb3,240000,2024-04-26,A
{2131FCF5-AFC1-86E8-E063-4804A8C0372B},85dad1a413d0,133000,2024-07-29,A
{2131FCF5-AFC9-86E8-E063-4804A8C0372B},1328934511ae,165000,2024-04-17,B
{2131FCF5-AFEE-86E8-E063-4804A8C0372B},73ee34a15f92,300000,2024-07-26,A
{2131FCF5-AF54-86E8-E063-4804A8C0372B},37dc0884c85e,119000,2024-02-09,A
{2131FCF5-AFEA-86E8-E063-4804A8C0372B},cd89b29a0382,450000,2024-07-31,A
{2131FCF5-B1BF-86E8-E063-4804A8C0372B},a9eb9c0b3377,345000,2024-07-24,A
{2131FCF5-B18F-86E8-E063-4804A8C0372B},b49a1bc45190,350000,2024-04-04,A
{2131FCF5-B170-86E8-E063-4804A8C0372B},9baae74876ac,126000,2024-05-31,A
{2131FCF5-B080-86E8-E063-4804A8C0372B},280603e03fd2,390000,2024-07-26,A
{2131FCF5-B1DA-86E8-E063-4804A8C0372B},e8b753e4f6e6,347500,2024-03-08,A
{2131FCF5-B061-86E8-E063-4804A8C0372B},7b205671ceb9,254000,2024-08-12,A
{2131FCF5-B1B5-86E8-E063-4804A8C0372B},80a9a7298dad,945000,2024-04-08,A
{2131FCF5-AFEF-86E8-E063-4804A8C0372B},8d5d5d1427d7,330000,2024-08-09,A
{2131FCF5-B1D0-86E8-E063-4804A8C0372B},b4fbc50f5419,130000,2024-07-18,A
{2131FCF5-B183-86E8-E063-4804A8C0372B},e08ae90707f5,168000,2024-08-02,A
{2131FCF5-B043-86E8-E063-4804A8C0372B},c990319b918b,320000,2024-08-09,A
{2131FCF5-B1A6-86E8-E063-4804A8C0372B},b963ac561ea2,795000,2024-08-02,A
{2131FCF5-AFE8-86E8-E063-4804A8C0372B},f32fd5687320,450000,2024-07-29,A
{2131FCF5-AF08-86E8-E063-4804A8C0372B},c8d39ceaa552,300000,2024-04-03,A
{2131FCF5-AF0B-86E8-E063-4804A8C0372B},6e7312f043ef,240000,2024-04-05,A
{2131FCF5-B0B4-86E8-E063-4804A8C0372B},180d169c7f32,352500,2024-08-01,A
{2131FCF5-B05F-86E8-E063-4804A8C0372B},08d25a18e60a,700000,2024-03-27,A
{2131FCF5-AEF4-86E8-E063-4804A8C0372B},a5179f9e3f43,111000,2024-08-15,A
{2131FCF5-AFCC-86E8-E063-4804A8C0372B},630c12ee9ede,950000,2024-03-20,A
{2131FCF5-AFDB-86E8-E063-4804A8C0372B},281037e4e839,180000,2024-04-09,A
{2131FCF5-AEDA-86E8-E063-4804A8C0372B},9f3ab2890bf4,635000,2024-08-13,A
{2131FCF5-AF59-86E8-E063-4804A8C0372B},23e0d7f6f753,345000,2024-08-07,A
{2131FCF5-AF34-86E8-E063-4804A8C0372B},c17bbe9aac05,207500,2024-03-22,A
{2131FCF5-AF49-86E8-E063-4804A8C0372B},bcfe5adb16e6,380000,2024-04-05,A
{2131FCF5-B1DC-86E8-E063-4804A8C0372B},3217457270ed,377500,2024-02-09,A
{2131FCF5-B031-86E8-E063-4804A8C0372B},65af5bda35e3,320000,2024-07-26,A
{2131FCF5-AF9D-86E8-E063-4804A8C0372B},698d17cdb682,325000,2024-04-16,A
{2131FCF5-B1E1-86E8-E063-4804A8C0372B},33af414b1e92,317500,2024-06-28,A
{2131FCF5-B18D-86E8-E063-4804A8C0372B},32f6dc430ae9,330000,2024-07-19,A
{2131FCF5-AE97-86E8-E063-4804A8C0372B},790d6e0dc4dd,355000,2024-08-02,A
{1EAE3DF7-7D2D-9EB1-E063-4704A8C09D02},d235f9276a4c,72500,2024-05-15,B
{25E9DA80-9205-555E-E063-4704A8C066F2},21d5095ac66b,175000,2024-06-18,A
{25E9DA80-8FA4-555E-E063-4704A8C066F2},3a682e7adb3d,94000,2024-06-28,A
{25E9DA80-9037-555E-E063-4704A8C066F2},b247b92cc68a,110000,2024-07-10,A
{25E9DA80-90F6-555E-E063-4704A8C066F2},3ed8aa2782d9,437500,2024-10-14,A
{25E9DA80-91FC-555E-E063-4704A8C066F2},81f51049ec8e,220000,2024-08-30,A
{25E9DA80-922B-555E-E063-4704A8C066F2},84897229741a,85500,2024-03-25,A
{1EAE3DF7-7D9A-9EB1-E063-4704A8C09D02},fca793fcf9dd,65000,2024-03-12,B
{25E9DA80-91FF-555E-E063-4704A8C066F2},e6ffa775200c,131000,2024-10-08,A
{25E9DA80-909A-555E-E063-4704A8C066F2},a10f07ec2434,87000,2024-05-24,A
{25E9DA80-9119-555E-E063-4704A8C066F2},b8362616239a,220000,2024-09-27,A
{25E9DA80-9184-555E-E063-4704A8C066F2},84794221c5ab,107000,2024-05-31,A
{25E9DA80-9189-555E-E063-4704A8C066F2},28b41da7af9d,265000,2024-08-27,A
{25E9DA80-8F1B-555E-E063-4704A8C066F2},2ba36d0621e7,80000,2024-09-06,A
{25E9DA80-8FE7-555E-E063-4704A8C066F2},840051bad33b,215000,2024-09-27,A
{25E9DA80-9288-555E-E063-4704A8C066F2},0cd946964740,140000,2024-09-02,A
{25E9DA80-913E-555E-E063-4704A8C066F2},2576271a7b95,112500,2024-02-16,A
{25E9DA80-90BF-555E-E063-4704A8C066F2},25ff18a63010,145000,2024-09-23,A
{25E9DA80-9080-555E-E063-4704A8C066F2},fa72db032807,200000,2024-10-01,A
{1EAE3DF7-7DAF-9EB1-E063-4704A8C09D02},8503a810671e,55500,2024-06-14,B
{25E9DA80-92FC-555E-E063-4704A8C066F2},82f9c2e520ae,105000,2024-07-16,A
{25E9DA80-901B-555E-E063-4704A8C066F2},b05b5f52323e,111000,2024-07-05,A
{25E9DA80-91B3-555E-E063-4704A8C066F2},21fd83e2338f,128000,2024-10-01,A
{1EAE3DF7-7D4F-9EB1-E063-4704A8C09D02},ac6e3529ce59,250000,2024-07-05,B
{25E9DA80-8FE0-555E-E063-4704A8C066F2},84f98379cb03,65000,2024-07-12,A
{1EAE3DF7-7DB4-9EB1-E063-4704A8C09D02},7a88da70d587,134000,2024-03-08,B
{25E9DA80-8F74-555E-E063-4704A8C066F2},41d25d2a7584,95000,2024-09-26,A
{25E9DA80-9F18-555E-E063-4704A8C066F2},f14a07b27d45,765000,2024-06-14,A
{25E9DA80-A10B-555E-E063-4704A8C066F2},31b73b0fca7e,217500,2024-02-13,A
{25E9DA80-A3A6-555E-E063-4704A8C066F2},61eb6049c759,1375000,2024-09-12,A
{25E9DA80-9FC7-555E-E063-4704A8C066F2},403f7bd4875d,376000,2024-09-27,A
{25E9DA80-9EBA-555E-E063-4704A8C066F2},5787cf7e44bf,290000,2024-09-30,A
{25E9DA80-A20F-555E-E063-4704A8C066F2},362069649f4d,340000,2024-09-20,A
{25E9DA80-A344-555E-E063-4704A8C066F2},ac6a2fa90e8c,165000,2024-06-25,A
{25E9DA80-A34F-555E-E063-4704A8C066F2},c5a253ea07e9,375000,2024-10-10,A
{25E9DA80-A1DB-555E-E063-4704A8C066F2},692443502ffa,80000,2024-09-16,A
{25E9DA80-A3E1-555E-E063-4704A8C066F2},41ee59161ac6,280000,2024-10-04,A
{25E9DA80-A3A9-555E-E063-4704A8C066F2},bce6c3c7d289,290000,2024-10-17,A
{25E9DA80-A14A-555E-E063-4704A8C066F2},6065bc6ae7f9,215000,2024-08-16,A
{25E9DA80-A21D-555E-E063-4704A8C066F2},71310ef70cd1,345000,2024-10-18,A
{25E9DA80-9FAB-555E-E063-4704A8C066F2},4632201bcf5f,750000,2024-09-26,A
{25E9DA80-9E90-555E-E063-4704A8C066F2},36ff05961517,532500,2024-06-26,A
{25E9DA80-9F1B-555E-E063-4704A8C066F2},52299795bf24,480000,2024-06-20,A
{25E9DA80-A3F4-555E-E063-4704A8C066F2},abe324badb18,490000,2024-10-01,A
{25E9DA80-A039-555E-E063-4704A8C066F2},99d9af978542,325000,2024-09-19,A
{25E9DA80-A014-555E-E063-4704A8C066F2},a5466de47697,315000,2024-09-27,A
{25E9DA80-A3AD-555E-E063-4704A8C066F2},db48a69ed57a,472500,2024-09-13,A
{25E9DA80-A0E7-555E-E063-4704A8C066F2},181c3c6adf61,200000,2024-08-28,A
{25E9DA80-9F81-555E-E063-4704A8C066F2},8ff22ef76b97,900000,2024-06-10,A
{25E9DA80-9E6B-555E-E063-4704A8C066F2},b5c222f061de,475000,2024-06-14,A
{25E9DA80-A0BF-555E-E063-4704A8C066F2},32ecc6dabe7a,190000,2024-10-16,A
{25E9DA80-9F02-555E-E063-4704A8C066F2},e19a4aa2fb23,380000,2024-05-28,A
{25E9DA80-A059-555E-E063-4704A8C066F2},1fcbe8435917,365000,2024-09-20,A
{25E9DA80-9F77-555E-E063-4704A8C066F2},c11c6f3c7dac,325000,2024-09-27,A
{25E9DA80-9F10-555E-E063-4704A8C066F2},5365138d42c0,360000,2024-07-01,A
{25E9DA80-A1C0-555E-E063-4704A8C066F2},b2a09de762f2,353000,2024-10-11,A
{25E9DA80-A0F9-555E-E063-4704A8C066F2},bf8ea706ae57,490000,2024-07-12,A
{25E9DA80-A086-555E-E063-4704A8C066F2},455b280501de,253000,2024-10-04,A
{25E9DA80-A1D1-555E-E063-4704A8C066F2},953d9a735ff1,140000,2024-10-14,A
{25E9DA80-A1CE-555E-E063-4704A8C066F2},a6f9ad652e65,126000,2024-05-16,A
{25E9DA80-A02A-555E-E063-4704A8C066F2},58f375ea632d,310000,2024-10-29,A
{25E9DA80-9EDB-555E-E063-4704A8C066F2},87bea2b58d8c,840000,2024-10-24,A
{25E9DA80-A0EE-555E-E063-4704A8C066F2},2e6ca14e7e3c,525000,2024-09-27,A
{25E9DA80-A3CE-555E-E063-4704A8C066F2},e9d4cd37ea22,475000,2024-10-04,A
{25E9DA80-A3D8-555E-E063-4704A8C066F2},553d095b5be9,500000,2024-10-17,A
{25E9DA80-A1CB-555E-E063-4704A8C066F2},6c5ea7a49414,460000,2024-08-07,A
{25E9DA80-9F27-555E-E063-4704A8C066F2},13f0c009dbea,125000,2024-10-11,A
{25E9DA80-A354-555E-E063-4704A8C066F2},a963c43e36bc,345000,2024-05-31,A
{25E9DA80-9F92-555E-E063-4704A8C066F2},1526c14377ed,100000,2024-02-29,A
{25E9DA80-A016-555E-E063-4704A8C066F2},c09851adda36,360000,2024-07-25,A
{25E9DA80-A207-555E-E063-4704A8C066F2},17c795d24fff,440000,2024-03-06,A
{25E9DA80-A394-555E-E063-4704A8C066F2},595397492123,349000,2024-05-07,A
{25E9DA80-9ECF-555E-E063-4704A8C066F2},a25d040b7926,265000,2024-10-18,A
{25E9DA80-9ED2-555E-E063-4704A8C066F2},6abd51d978f2,345000,2024-10-29,A
{25E9DA80-A1C2-555E-E063-4704A8C066F2},065cfb92e4e1,531650,2024-07-12,A
{25E9DA80-A197-555E-E063-4704A8C066F2},2d8342b4da4f,500000,2024-05-31,A
{25E9DA80-9FD2-555E-E063-4704A8C066F2},d0163a126fe1,330000,2024-09-16,A
{25E9DA80-A1BB-555E-E063-4704A8C066F2},99eca0b8c620,280000,2024-09-02,A
{25E9DA80-9F6D-555E-E063-4704A8C066F2},5518f6b9c8ca,480000,2024-10-04,A
{25E9DA80-A14E-555E-E063-4704A8C066F2},3449d9734976,265000,2024-10-15,A
{25E9DA80-A0F0-555E-E063-4704A8C066F2},379c778e7768,440000,2024-10-14,A
{25E9DA80-A368-555E-E063-4704A8C066F2},a31d5a03d47e,358000,2024-10-17,A
{25E9DA80-A030-555E-E063-4704A8C066F2},3cfcc74a7da1,246000,2024-09-30,A
{25E9DA80-A14C-555E-E063-4704A8C066F2},401b88cb5695,180000,2024-05-31,A
{25E9DA80-A1CC-555E-E063-4704A8C066F2},054138e015f1,235000,2024-10-25,A
{2131FCF5-B51C-86E8-E063-4804A8C0372B},03d1ecb71583,492000,2024-08-07,A
{2131FCF5-B625-86E8-E063-4804A8C0372B},1b2845ec3a85,485000,2024-01-05,A
{2131FCF5-B6AF-86E8-E063-4804A8C0372B},85d1463350ac,485000,2024-07-12,A
{2131FCF5-B4CF-86E8-E063-4804A8C0372B},1f723293f84f,371000,2024-04-05,A
{2131FCF5-B3FB-86E8-E063-4804A8C0372B},cb04e554f8f6,400000,2024-04-10,A
{2131FCF5-B78C-86E8-E063-4804A8C0372B},9ba8673bf76a,280000,2024-02-07,A
{2131FCF5-B4DA-86E8-E063-4804A8C0372B},f369e3469647,662500,2024-08-01,A
{2131FCF5-B7E3-86E8-E063-4804A8C0372B},cf64d80d22c4,640000,2024-08-08,A
{2131FCF5-B793-86E8-E063-4804A8C0372B},1d4123220553,369950,2024-03-08,A
{2131FCF5-B3FE-86E8-E063-4804A8C0372B},4cb0df4d04f5,525000,2024-07-15,A
{2131FCF5-B58C-86E8-E063-4804A8C0372B},382772969d35,442500,2024-04-24,A
{2131FCF5-B475-86E8-E063-4804A8C0372B},714351d2b722,230000,2024-04-08,A
{2131FCF5-B527-86E8-E063-4804A8C0372B},f6ffc3662a97,550000,2024-03-28,A
{2131FCF5-B5CB-86E8-E063-4804A8C0372B},500002a7e082,410000,2024-07-26,A
{2131FCF5-B42F-86E8-E063-4804A8C0372B},eec380c13e67,550000,2024-08-15,A
{2131FCF5-B3DD-86E8-E063-4804A8C0372B},1edd905979bc,305000,2024-07-26,A
{2131FCF5-B4E7-86E8-E063-4804A8C0372B},d40c07392308,750000,2024-07-26,A
{2131FCF5-B448-86E8-E063-4804A8C0372B},16717ff096d0,187000,2024-07-01,A
{2131FCF5-B5B1-86E8-E063-4804A8C0372B},b037b45446a2,315000,2024-07-24,A
{2131FCF5-B49E-86E8-E063-4804A8C0372B},3223070be881,630000,2024-08-01,A
{2131FCF5-B550-86E8-E063-4804A8C0372B},6152ee2a4e5b,390000,2024-04-17,A
{2131FCF5-B3A1-86E8-E063-4804A8C0372B},a39763b3944f,535000,2024-04-05,A
{2131FCF5-B64E-86E8-E063-4804A8C0372B},d608a6f61a2d,274000,2024-08-02,A
{2131FCF5-B6A7-86E8-E063-4804A8C0372B},4baf693dad1d,235000,2024-04-02,A
{2131FCF5-B4C7-86E8-E063-4804A8C0372B},d4c7c27f1801,215000,2024-04-15,A
{2131FCF5-B54E-86E8-E063-4804A8C0372B},b253a6f5db01,356000,2024-07-26,A
{2131FCF5-B38E-86E8-E063-4804A8C0372B},18d580cd600a,472000,2024-04-03,A
{2131FCF5-B679-86E8-E063-4804A8C0372B},505c84dab16d,450000,2024-08-14,A
{2131FCF5-B78A-86E8-E063-4804A8C0372B},40301ce3852c,490000,2024-01-19,A
{2131FCF5-B38C-86E8-E063-4804A8C0372B},938afc4fbbfb,325000,2024-07-31,A
{2131FCF5-B50B-86E8-E063-4804A8C0372B},04e52c6f8599,230000,2024-08-09,A
{2131FCF5-B420-86E8-E063-4804A8C0372B},adaba564216b,480000,2024-07-25,A
{2131FCF5-B6A5-86E8-E063-4804A8C0372B},4a12e586a896,365000,2024-04-08,A
{2131FCF5-B51F-86E8-E063-4804A8C0372B},8b16a1956f7f,355000,2024-08-22,A
{2131FCF5-B3FA-86E8-E063-4804A8C0372B},a0d5d0a438d2,375250,2024-08-09,A
{2131FCF5-B46A-86E8-E063-4804A8C0372B},917c6daa4ac9,320000,2024-04-17,A
{2131FCF5-B4BB-86E8-E063-4804A8C0372B},0cb18df6aec4,490000,2024-07-22,A
{2131FCF5-B7C9-86E8-E063-4804A8C0372B},81aba750e23b,1585000,2024-03-26,A
{2131FCF5-B68D-86E8-E063-4804A8C0372B},c7dcedd78ac3,545000,2024-03-28,A
{2131FCF5-B766-86E8-E063-4804A8C0372B},452b08b9ec25,219000,2024-03-27,A
{2131FCF5-B628-86E8-E063-4804A8C0372B},44ceaf6e9a98,500000,2024-08-05,A
{2131FCF5-B7B1-86E8-E063-4804A8C0372B},606ec9f323f0,512500,2024-08-12,A
{2131FCF5-B4C6-86E8-E063-4804A8C0372B},e95c8864ad28,335000,2024-07-19,A
{2131FCF5-B6AB-86E8-E063-4804A8C0372B},cbe34c19e2e4,462500,2024-08-12,A
{2131FCF5-B46F-86E8-E063-4804A8C0372B},90a40a40691e,300000,2024-07-18,A
{2131FCF5-B42A-86E8-E063-4804A8C0372B},7d5efaff5d9c,377000,2024-08-08,A
{2131FCF5-B395-86E8-E063-4804A8C0372B},df356cf0eda5,575000,2024-08-01,A
{2131FCF5-B46D-86E8-E063-4804A8C0372B},caf1973563b8,400000,2024-04-05,A
{2131FCF5-B7BD-86E8-E063-4804A8C0372B},56ed624e5ae1,950000,2024-04-09,A
{2131FCF5-B3EE-86E8-E063-4804A8C0372B},bfaab136eb11,435000,2024-05-03,A
{2131FCF5-B774-86E8-E063-4804A8C0372B},1c10de8d6e50,850000,2024-04-10,A
{2131FCF5-B4CA-86E8-E063-4804A8C0372B},a308853c2efd,360000,2024-03-21,A
{2131FCF5-B5A5-86E8-E063-4804A8C0372B},0e7a6c198166,200000,2024-04-29,A
{2131FCF5-B449-86E8-E063-4804A8C0372B},ed9f1324fb33,350000,2024-07-15,A
{2131FCF5-B667-86E8-E063-4804A8C0372B},6d3358a4edd2,525000,2024-03-25,A
{2131FCF5-B549-86E8-E063-4804A8C0372B},6b344b6ef93d,485000,2024-07-31,A
{2131FCF5-B55C-86E8-E063-4804A8C0372B},85aacd14940a,386000,2024-05-10,A
{2131FCF5-B43E-86E8-E063-4804A8C0372B},6f91091c41d5,376000,2024-04-05,A
{25E9DA80-9103-555E-E063-4704A8C066F2},1150eadf6a1a,222000,2024-09-16,A
{25E9DA80-907C-555E-E063-4704A8C066F2},b70c0fdffe44,194000,2024-10-01,A
{25E9DA80-95CB-555E-E063-4704A8C066F2},f5c81d7e4b67,210000,2024-09-20,A
{25E9DA80-90FE-555E-E063-4704A8C066F2},4db17e8c3267,130000,2024-05-31,A
{25E9DA80-91A1-555E-E063-4704A8C066F2},0f7cb8554840,210000,2024-07-19,A
{25E9DA80-902E-555E-E063-4704A8C066F2},6f1686a4b12a,115000,2024-07-12,A
{25E9DA80-95A6-555E-E063-4704A8C066F2},f965c856dd34,190000,2024-10-11,A
{25E9DA80-91D4-555E-E063-4704A8C066F2},e47b3b12e4a6,205000,2024-07-12,A
{1EAE3DF7-7CA6-9EB1-E063-4704A8C09D02},7e7218fd8a57,85000,2024-03-28,B
{25E9DA80-9039-555E-E063-4704A8C066F2},774f93a11da9,195000,2024-10-02,A
{25E9DA80-9213-555E-E063-4704A8C066F2},e5c2636cbf4e,185000,2024-10-08,A
{1EAE3DF7-7D14-9EB1-E063-4704A8C09D02},47ec956c17a6,128000,2024-06-14,B
{1EAE3DF7-7C95-9EB1-E063-4704A8C09D02},ebcf73b904c7,107000,2024-06-21,B
{25E9DA80-8FDF-555E-E063-4704A8C066F2},1b04d0178c26,348950,2024-10-03,A
{25E9DA80-910B-555E-E063-4704A8C066F2},a76abc485411,225000,2024-09-19,A
{25E9DA80-918E-555E-E063-4704A8C066F2},20e7e9051a88,185000,2024-10-25,A
{25E9DA80-905B-555E-E063-4704A8C066F2},f8425b7f7081,180000,2024-10-04,A
{25E9DA80-9244-555E-E063-4704A8C066F2},76c880c33e9e,194000,2024-05-31,A
{25E9DA80-8F97-555E-E063-4704A8C066F2},9aad659f5ef9,210000,2024-08-30,A
{25E9DA80-8FBE-555E-E063-4704A8C066F2},ca7bf268e0e4,210000,2024-09-11,A
{25E9DA80-9290-555E-E063-4704A8C066F2},837eb5f48a30,170000,2024-10-16,A
{25E9DA80-8F3F-555E-E063-4704A8C066F2},3e2273f0abaf,395000,2024-09-13,A
{25E9DA80-91D8-555E-E063-4704A8C066F2},a2e012d9c05d,75000,2024-09-26,A
{1EAE3DF7-7D93-9EB1-E063-4704A8C09D02},f5c214d14fcd,180000,2024-06-19,B
